,STATE,WINNER,PARTY,SYMBOL,GENDER,AGE,CATEGORY,EDUCATION,"TOTAL
VOTES",TOTAL ELECTORS
900,Telangana,Loser,BJP,Lotus,MALE,67.0,GENERAL,Graduate Professional,235285,1957931
899,Telangana,Winner,AIMIM,Kite,MALE,49.0,GENERAL,Graduate Professional,517471,1957931
1103,Telangana,Winner,BJP,Lotus,MALE,47.0,GENERAL,Post Graduate,498276,1651543
1104,Telangana,Loser,TRS,Car,MALE,59.0,GENERAL,Graduate Professional,408768,1651543
1105,Telangana,Loser,INC,Hand,MALE,52.0,GENERAL,Post Graduate,179258,1651543
1106,Telangana,Loser,IND,Matchbox,MALE,38.0,GENERAL,Post Graduate,11637,1651543
2261,Telangana,Loser,BJP,Lotus,MALE,47.0,GENERAL,12th Pass,138947,1498666
1150,Telangana,Winner,TRS,Car,MALE,62.0,GENERAL,12th Pass,567459,1513809
1151,Telangana,Loser,INC,Hand,FEMALE,64.0,GENERAL,Post Graduate,399397,1513809
1152,Telangana,Loser,CPI(M),"Hammer, Sickle and Star",MALE,54.0,SC,Graduate,57102,1513809
1153,Telangana,Loser,BJP,Lotus,MALE,47.0,GENERAL,Others,20488,1513809
1154,Telangana,Loser,JnP,Glass Tumbler,MALE,46.0,GENERAL,Post Graduate,19315,1513809
1155,Telangana,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,15832,1513809
1156,Telangana,Loser,IND,Cup & Saucer,MALE,61.0,GENERAL,5th Pass,11520,1513809
519,Telangana,Loser,BJP,Lotus,MALE,58.0,GENERAL,Others,201960,2443112
518,Telangana,Loser,INC,Hand,MALE,59.0,GENERAL,Graduate Professional,513831,2443112
517,Telangana,Winner,TRS,Car,MALE,54.0,GENERAL,Post Graduate,528148,2443112
1320,Telangana,Winner,TRS,Car,FEMALE,39.0,ST,Graduate,462109,1424385
1321,Telangana,Loser,INC,Hand,MALE,55.0,ST,10th Pass,315446,1424385
1413,Telangana,Loser,IND,Camera,MALE,61.0,GENERAL,5th Pass,14711,1603318
1414,Telangana,Loser,IND,Road Roller,MALE,33.0,SC,12th Pass,13998,1603318
412,Telangana,Loser,CPI(M),Ears of Corn And Sickle,MALE,54.0,GENERAL,8th Pass,28153,1628033
1506,Telangana,Loser,BJP,Lotus,FEMALE,43.0,SC,Post Graduate,129021,1588111
1507,Telangana,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13525,1588111
1533,Telangana,Loser,CPI(M),"Hammer, Sickle and Star",FEMALE,45.0,GENERAL,Graduate Professional,25089,1585980
1660,Telangana,Loser,INC,Hand,MALE,60.0,SC,Graduate Professional,346141,1479091
1532,Telangana,Loser,BJP,Lotus,MALE,61.0,GENERAL,12th Pass,52709,1585980
1531,Telangana,Loser,TRS,Car,MALE,63.0,GENERAL,Post Graduate,500346,1585980
1585,Telangana,Winner,BJP,Lotus,MALE,43.0,GENERAL,Post Graduate,480584,1553385
1530,Telangana,Winner,INC,Hand,MALE,55.0,GENERAL,Graduate,526028,1585980
1661,Telangana,Loser,BJP,Lotus,MALE,52.0,SC,Post Graduate,92606,1479091
1586,Telangana,Loser,TRS,Car,FEMALE,41.0,GENERAL,Graduate Professional,409709,1553385
1587,Telangana,Loser,INC,Hand,MALE,61.0,GENERAL,Post Graduate,69240,1553385
1659,Telangana,Winner,TRS,Car,MALE,42.0,SC,Doctorate,441321,1479091
1504,Telangana,Winner,TRS,Car,MALE,66.0,SC,Graduate,499672,1588111
1505,Telangana,Loser,INC,Hand,MALE,68.0,SC,Graduate Professional,309924,1588111
1508,Telangana,Loser,BSP,Elephant,MALE,53.0,SC,10th Pass,12474,1588111
1509,Telangana,Loser,IND,Gas Stove,MALE,45.0,SC,10th Pass,9912,1588111
3,Telangana,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13036,1489790
2,Telangana,Loser,INC,Hand,MALE,52.0,ST,12th Pass,314238,1489790
1,Telangana,Loser,TRS,Car,MALE,54.0,ST,Post Graduate,318814,1489790
1662,Telangana,Loser,IND,Road Roller,MALE,42.0,SC,10th Pass,18219,1479091
1663,Telangana,Loser,BSP,Elephant,MALE,36.0,SC,Graduate Professional,10203,1479091
2131,Tripura,Winner,BJP,Lotus,FEMALE,50.0,GENERAL,Graduate,573532,1352857
2130,Tripura,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,11214,1261861
2129,Tripura,Loser,IPFT,Dao,MALE,76.0,ST,Graduate,45304,1261861
2134,Tripura,Loser,IPFT,Dao,MALE,42.0,ST,Graduate,44225,1352857
2135,Tripura,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,11960,1352857
2128,Tripura,Loser,CPI(M),"Hammer, Sickle and Star",MALE,60.0,ST,10th Pass,200963,1261861
2126,Tripura,Winner,BJP,Lotus,MALE,43.0,ST,Post Graduate,482126,1261861
2132,Tripura,Loser,INC,Hand,MALE,58.0,GENERAL,Graduate Professional,267843,1352857
2133,Tripura,Loser,CPI(M),"Hammer, Sickle and Star",MALE,62.0,GENERAL,Post Graduate,171826,1352857
2127,Tripura,Loser,INC,Hand,FEMALE,50.0,ST,Post Graduate,277836,1261861
734,Uttar Pradesh,Loser,PSPL,Key,MALE,64.0,GENERAL,Graduate Professional,91869,1790510
759,Uttar Pradesh,Winner,BJP,Lotus,MALE,59.0,GENERAL,Graduate Professional,830812,2302960
2016,Uttar Pradesh,Winner,BJP,Lotus,FEMALE,62.0,GENERAL,12th Pass,459196,1775196
2017,Uttar Pradesh,Loser,BSP,Elephant,MALE,43.0,GENERAL,Post Graduate,444670,1775196
2018,Uttar Pradesh,Loser,INC,Hand,MALE,67.0,GENERAL,Doctorate,41681,1775196
703,Uttar Pradesh,Loser,SP,Bicycle,MALE,35.0,SC,Graduate,457682,1757984
704,Uttar Pradesh,Loser,INC,Hand,MALE,45.0,SC,Graduate,16570,1757984
705,Uttar Pradesh,Winner,BJP,Lotus,MALE,64.0,GENERAL,Post Graduate,529021,1821785
706,Uttar Pradesh,Loser,SP,Bicycle,MALE,55.0,GENERAL,12th Pass,463544,1821785
22,Uttar Pradesh,Loser,INC,Hand,MALE,58.0,GENERAL,Graduate Professional,108341,1766121
32,Uttar Pradesh,Winner,BJP,Lotus,MALE,46.0,GENERAL,10th Pass,656215,1887127
33,Uttar Pradesh,Loser,BSP,Elephant,MALE,51.0,GENERAL,Doctorate,426954,1887127
707,Uttar Pradesh,Loser,INC,Hand,MALE,68.0,GENERAL,Doctorate,53386,1821785
716,Uttar Pradesh,Winner,BJP,Lotus,MALE,50.0,GENERAL,Graduate,569880,1708585
717,Uttar Pradesh,Loser,BSP,Elephant,MALE,54.0,GENERAL,Graduate,348178,1708585
718,Uttar Pradesh,Loser,INC,Hand,MALE,66.0,GENERAL,Post Graduate,55258,1708585
724,Uttar Pradesh,Winner,BJP,Lotus,FEMALE,52.0,GENERAL,12th Pass,566040,1839312
725,Uttar Pradesh,Loser,BSP,Elephant,MALE,62.0,GENERAL,8th Pass,367835,1839312
726,Uttar Pradesh,Loser,INC,Hand,MALE,63.0,GENERAL,Post Graduate,66077,1839312
727,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14692,1839312
728,Uttar Pradesh,Winner,BJP,Lotus,MALE,52.0,GENERAL,Graduate,667147,1718837
34,Uttar Pradesh,Loser,INC,Hand,MALE,62.0,GENERAL,Graduate,50880,1887127
729,Uttar Pradesh,Loser,INC,Hand,MALE,68.0,GENERAL,Graduate,172082,1718837
730,Uttar Pradesh,Loser,BSP,Elephant,MALE,44.0,GENERAL,10th Pass,168043,1718837
731,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,10692,1718837
732,Uttar Pradesh,Winner,BJP,Lotus,MALE,68.0,GENERAL,Graduate Professional,495819,1790510
733,Uttar Pradesh,Loser,SP,Bicycle,MALE,32.0,GENERAL,Graduate Professional,467038,1790510
2019,Uttar Pradesh,Loser,PSPL,Key,FEMALE,42.0,GENERAL,12th Pass,11494,1775196
760,Uttar Pradesh,Loser,BSP,Elephant,MALE,42.0,GENERAL,8th Pass,493890,2302960
761,Uttar Pradesh,Loser,INC,Hand,MALE,30.0,GENERAL,Doctorate,42077,2302960
192,Uttar Pradesh,Loser,BJP,Lotus,FEMALE,34.0,GENERAL,Graduate Professional,511352,1891576
20,Uttar Pradesh,Winner,BJP,Lotus,MALE,64.0,GENERAL,10th Pass,581282,1766121
841,Uttar Pradesh,Loser,BSP,Elephant,MALE,42.0,GENERAL,Graduate,326470,1749100
1692,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,12159,1708759
844,Uttar Pradesh,Loser,IND,Saw,MALE,43.0,GENERAL,Graduate,24801,1749100
845,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,15155,1749100
846,Uttar Pradesh,Winner,BJP,Lotus,MALE,61.0,SC,Graduate,568143,1807119
847,Uttar Pradesh,Loser,SP,Bicycle,FEMALE,55.0,SC,Post Graduate,435669,1807119
848,Uttar Pradesh,Loser,INC,Hand,MALE,46.0,SC,Graduate,19972,1807119
849,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,11024,1807119
840,Uttar Pradesh,Winner,BJP,Lotus,MALE,45.0,GENERAL,Post Graduate,575122,1749100
856,Uttar Pradesh,Winner,BJP,Lotus,MALE,61.0,SC,12th Pass,684299,1864320
858,Uttar Pradesh,Loser,INC,Hand,MALE,71.0,SC,Graduate,23926,1864320
1968,Uttar Pradesh,Loser,INC,Hand,FEMALE,45.0,GENERAL,8th Pass,96018,1666126
1967,Uttar Pradesh,Loser,BSP,Elephant,MALE,53.0,GENERAL,Graduate Professional,413695,1666126
1966,Uttar Pradesh,Winner,BJP,Lotus,MALE,58.0,GENERAL,Post Graduate,514528,1666126
4,Uttar Pradesh,Winner,BJP,Lotus,MALE,58.0,SC,Doctorate,646875,1937690
943,Uttar Pradesh,Winner,BJP,Lotus,MALE,60.0,SC,Post Graduate,581763,1933358
944,Uttar Pradesh,Loser,BSP,Elephant,MALE,46.0,SC,12th Pass,423386,1933358
945,Uttar Pradesh,Loser,INC,Hand,MALE,56.0,SC,Post Graduate,89606,1933358
857,Uttar Pradesh,Loser,SP,Bicycle,MALE,68.0,SC,Graduate Professional,424091,1864320
21,Uttar Pradesh,Loser,BSP,Elephant,FEMALE,46.0,GENERAL,Post Graduate,306140,1766121
811,Uttar Pradesh,Loser,INC,Hand,MALE,64.0,GENERAL,Graduate Professional,22972,1981197
809,Uttar Pradesh,Winner,BJP,Lotus,MALE,51.0,GENERAL,12th Pass,717122,1981197
6,Uttar Pradesh,Loser,INC,Hand,FEMALE,54.0,SC,Post Graduate,45149,1937690
5,Uttar Pradesh,Loser,BSP,Elephant,MALE,47.0,SC,Post Graduate,435329,1937690
778,Uttar Pradesh,Winner,BJP,Lotus,MALE,67.0,GENERAL,Doctorate,944503,2728978
779,Uttar Pradesh,Loser,SP,Bicycle,MALE,76.0,GENERAL,Post Graduate,443003,2728978
780,Uttar Pradesh,Loser,INC,Hand,FEMALE,34.0,GENERAL,Post Graduate,111944,2728978
702,Uttar Pradesh,Loser,BJP,Lotus,MALE,54.0,SC,Doctorate,522119,1757984
781,Uttar Pradesh,Winner,BSP,Elephant,MALE,65.0,GENERAL,Post Graduate,566082,1881077
782,Uttar Pradesh,Loser,BJP,Lotus,MALE,59.0,GENERAL,Graduate Professional,446690,1881077
810,Uttar Pradesh,Loser,SP,Bicycle,MALE,58.0,GENERAL,Graduate,415458,1981197
783,Uttar Pradesh,Loser,SBSP,Walking Stick,MALE,59.0,GENERAL,Graduate,33877,1881077
785,Uttar Pradesh,Winner,BSP,Elephant,MALE,36.0,GENERAL,Graduate,573829,1991651
786,Uttar Pradesh,Loser,BJP,Lotus,MALE,78.0,GENERAL,Literate,451261,1991651
787,Uttar Pradesh,Loser,SBSP,Walking Stick,MALE,53.0,GENERAL,10th Pass,39860,1991651
788,Uttar Pradesh,Loser,INC,Hand,MALE,70.0,GENERAL,Post Graduate,23812,1991651
789,Uttar Pradesh,Loser,CPI(M),Ears of Corn And Sickle,MALE,64.0,GENERAL,Graduate Professional,14644,1991651
799,Uttar Pradesh,Winner,BJP,Lotus,MALE,53.0,GENERAL,Post Graduate,508190,1770248
800,Uttar Pradesh,Loser,SP,Bicycle,MALE,52.0,GENERAL,12th Pass,341830,1770248
801,Uttar Pradesh,Loser,INC,Hand,FEMALE,62.0,GENERAL,12th Pass,25686,1770248
784,Uttar Pradesh,Loser,INC,Hand,MALE,46.0,GENERAL,Graduate Professional,19834,1881077
701,Uttar Pradesh,Loser,SP,Bicycle,MALE,70.0,GENERAL,Doctorate,422678,1621295
612,Uttar Pradesh,Loser,BSP,Elephant,MALE,56.0,GENERAL,Not Available,330713,1754195
666,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,11757,1885433
2172,Uttar Pradesh,Winner,BJP,Lotus,MALE,63.0,GENERAL,Doctorate,703507,2191465
261,Uttar Pradesh,Winner,BJP,Lotus,MALE,42.0,SC,Graduate,546673,1751258
262,Uttar Pradesh,Loser,BSP,Elephant,MALE,62.0,SC,Post Graduate,393205,1751258
190,Uttar Pradesh,Winner,SP,Bicycle,MALE,45.0,GENERAL,Graduate Professional,621578,1789168
112,Uttar Pradesh,Loser,INC,Hand,MALE,64.0,GENERAL,Graduate Professional,62548,1785605
111,Uttar Pradesh,Loser,BSP,Elephant,FEMALE,57.0,GENERAL,Graduate,423932,1785605
263,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14093,1751258
2173,Uttar Pradesh,Loser,SP,Bicycle,MALE,61.0,GENERAL,10th Pass,302551,2191465
275,Uttar Pradesh,Winner,BJP,Lotus,MALE,51.0,SC,Post Graduate,535917,1816830
277,Uttar Pradesh,Loser,INC,Hand,MALE,34.0,SC,Graduate Professional,159611,1816830
306,Uttar Pradesh,Winner,BJP,Lotus,MALE,70.0,GENERAL,Graduate Professional,565270,1797655
307,Uttar Pradesh,Loser,SP,Bicycle,MALE,63.0,GENERAL,12th Pass,397988,1797655
308,Uttar Pradesh,Loser,INC,Hand,MALE,61.0,ST,Graduate Professional,74206,1797655
110,Uttar Pradesh,Winner,BJP,Lotus,MALE,50.0,GENERAL,10th Pass,537675,1785605
80,Uttar Pradesh,Loser,INC,Hand,MALE,35.0,GENERAL,12th Pass,12510,1646435
79,Uttar Pradesh,Loser,BJP,Lotus,MALE,58.0,GENERAL,8th Pass,537834,1646435
276,Uttar Pradesh,Loser,SP,Bicycle,MALE,68.0,SC,10th Pass,425777,1816830
2174,Uttar Pradesh,Loser,INC,Hand,FEMALE,61.0,GENERAL,Graduate,185634,2191465
234,Uttar Pradesh,Loser,PSPL,Key,MALE,37.0,GENERAL,12th Pass,12747,1702024
233,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,19250,1702024
193,Uttar Pradesh,Loser,SP,Bicycle,MALE,40.0,GENERAL,Post Graduate,492898,1891576
194,Uttar Pradesh,Loser,INC,Hand,MALE,66.0,GENERAL,Graduate,51947,1891576
197,Uttar Pradesh,Winner,BJP,Lotus,MALE,63.0,GENERAL,Post Graduate,525789,1616476
198,Uttar Pradesh,Loser,RLD,Hand Pump,MALE,40.0,GENERAL,Post Graduate,502287,1616476
2204,Uttar Pradesh,Loser,INC,Hand,MALE,49.0,GENERAL,Graduate,152548,1856791
2203,Uttar Pradesh,Loser,SP,Bicycle,FEMALE,47.0,GENERAL,Graduate,195159,1856791
2202,Uttar Pradesh,Winner,BJP,Lotus,MALE,68.0,GENERAL,Post Graduate,674664,1856791
205,Uttar Pradesh,Winner,BJP,Lotus,MALE,73.0,SC,10th Pass,525982,1729908
206,Uttar Pradesh,Loser,SP,Bicycle,MALE,60.0,SC,12th Pass,397230,1729908
207,Uttar Pradesh,Loser,INC,Hand,FEMALE,38.0,SC,Graduate,34454,1729908
208,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13189,1729908
216,Uttar Pradesh,Winner,BJP,Lotus,MALE,62.0,GENERAL,Graduate,469114,1822625
217,Uttar Pradesh,Loser,SP,Bicycle,MALE,56.0,GENERAL,Others,453595,1822625
218,Uttar Pradesh,Loser,SBSP,Walking Stick,MALE,51.0,GENERAL,12th Pass,35900,1822625
230,Uttar Pradesh,Winner,BJP,Lotus,MALE,59.0,GENERAL,Graduate,477926,1702024
231,Uttar Pradesh,Loser,SP,Bicycle,MALE,74.0,GENERAL,Graduate Professional,418988,1702024
232,Uttar Pradesh,Loser,INC,Hand,MALE,59.0,GENERAL,12th Pass,75438,1702024
338,Uttar Pradesh,Winner,BJP,Lotus,MALE,45.0,GENERAL,Post Graduate,471162,1845223
700,Uttar Pradesh,Winner,BJP,Lotus,MALE,58.0,GENERAL,Graduate Professional,545348,1621295
339,Uttar Pradesh,Loser,BSP,Elephant,MALE,65.0,GENERAL,Others,440808,1845223
341,Uttar Pradesh,Loser,SBSP,Walking Stick,MALE,42.0,GENERAL,12th Pass,11971,1845223
476,Uttar Pradesh,Winner,BJP,Lotus,MALE,62.0,GENERAL,Doctorate,510733,1756837
477,Uttar Pradesh,Loser,SP,Bicycle,MALE,43.0,GENERAL,Post Graduate,496774,1756837
478,Uttar Pradesh,Loser,JANADIP,Dolli,FEMALE,52.0,GENERAL,5th Pass,22291,1756837
479,Uttar Pradesh,Loser,SBSP,Walking Stick,MALE,32.0,GENERAL,Graduate Professional,18985,1756837
480,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,11218,1756837
611,Uttar Pradesh,Winner,BJP,Lotus,MALE,69.0,GENERAL,Graduate Professional,580644,1754195
191,Uttar Pradesh,Loser,BJP,Lotus,MALE,40.0,GENERAL,12th Pass,361704,1789168
459,Uttar Pradesh,Loser,INC,Hand,MALE,58.0,SC,10th Pass,29465,1787925
613,Uttar Pradesh,Loser,INC,Hand,MALE,57.0,GENERAL,Not Available,51056,1754195
632,Uttar Pradesh,Winner,BJP,Lotus,FEMALE,45.0,GENERAL,12th Pass,512905,1644674
633,Uttar Pradesh,Loser,BSP,Elephant,MALE,63.0,GENERAL,10th Pass,352294,1644674
634,Uttar Pradesh,Loser,INC,Hand,MALE,42.0,GENERAL,Post Graduate,162856,1644674
635,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,10798,1644674
663,Uttar Pradesh,Winner,BJP,Lotus,MALE,68.0,GENERAL,Post Graduate,492253,1885433
664,Uttar Pradesh,Loser,BSP,Elephant,MALE,37.0,GENERAL,Graduate,386932,1885433
665,Uttar Pradesh,Loser,INC,Hand,MALE,37.0,GENERAL,Post Graduate,60549,1885433
614,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13421,1754195
458,Uttar Pradesh,Loser,BSP,Elephant,MALE,50.0,SC,12th Pass,391264,1787925
40,Uttar Pradesh,Winner,BJP,Lotus,FEMALE,69.0,GENERAL,Doctorate,494454,1716160
41,Uttar Pradesh,Loser,SP,Bicycle,MALE,63.0,GENERAL,Graduate,310179,1716160
368,Uttar Pradesh,Winner,BJP,Lotus,MALE,44.0,GENERAL,10th Pass,510029,1942514
369,Uttar Pradesh,Loser,BSP,Elephant,MALE,59.0,GENERAL,Graduate,466414,1942514
78,Uttar Pradesh,Winner,BSP,Elephant,MALE,43.0,GENERAL,Graduate,601082,1646435
64,Uttar Pradesh,Loser,INC,Hand,MALE,48.0,GENERAL,Post Graduate,413394,1743515
63,Uttar Pradesh,Winner,BJP,Lotus,FEMALE,43.0,GENERAL,12th Pass,468514,1743515
62,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,11344,1785657
370,Uttar Pradesh,Loser,INC,Hand,MALE,59.0,GENERAL,10th Pass,25604,1942514
61,Uttar Pradesh,Loser,SBSP,Walking Stick,MALE,36.0,GENERAL,12th Pass,15167,1785657
60,Uttar Pradesh,Loser,BJP,Lotus,MALE,71.0,GENERAL,Graduate Professional,468238,1785657
59,Uttar Pradesh,Winner,BSP,Elephant,MALE,38.0,GENERAL,Graduate,564118,1785657
946,Uttar Pradesh,Loser,RSOSP,Glass Tumbler,MALE,55.0,SC,12th Pass,13894,1933358
43,Uttar Pradesh,Loser,CPI(M),Ears of Corn And Sickle,MALE,77.0,GENERAL,Post Graduate,10403,1716160
427,Uttar Pradesh,Winner,BSP,Elephant,MALE,53.0,GENERAL,Graduate,561045,1664125
428,Uttar Pradesh,Loser,BJP,Lotus,MALE,55.0,GENERAL,Graduate,491104,1664125
429,Uttar Pradesh,Loser,INC,Hand,MALE,59.0,GENERAL,Graduate Professional,25833,1664125
457,Uttar Pradesh,Winner,BJP,Lotus,MALE,42.0,SC,Graduate,681321,1787925
42,Uttar Pradesh,Loser,INC,Hand,MALE,49.0,GENERAL,12th Pass,31953,1716160
340,Uttar Pradesh,Loser,INC,Hand,MALE,50.0,GENERAL,Graduate,86920,1845223
947,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,12514,1933358
1691,Uttar Pradesh,Loser,JDL,Football Player,MALE,51.0,GENERAL,8th Pass,46963,1708759
843,Uttar Pradesh,Loser,INC,Hand,MALE,64.0,GENERAL,Post Graduate,114534,1749100
1436,Uttar Pradesh,Winner,BJP,Lotus,MALE,59.0,SC,Graduate,629999,2023431
1255,Uttar Pradesh,Winner,BJP,Lotus,MALE,50.0,GENERAL,12th Pass,597039,1761564
1256,Uttar Pradesh,Loser,SP,Bicycle,MALE,65.0,GENERAL,Post Graduate,259479,1761564
1257,Uttar Pradesh,Loser,INC,Hand,MALE,55.0,GENERAL,Graduate,146151,1761564
1430,Uttar Pradesh,Loser,INC,Hand,FEMALE,53.0,SC,Post Graduate,26505,1796932
1429,Uttar Pradesh,Loser,BSP,Elephant,FEMALE,44.0,SC,Doctorate,433757,1796932
1437,Uttar Pradesh,Loser,BSP,Elephant,MALE,49.0,SC,Post Graduate,539795,2023431
1428,Uttar Pradesh,Winner,BJP,Lotus,MALE,52.0,SC,Post Graduate,534429,1796932
1426,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,15353,1845150
1269,Uttar Pradesh,Winner,BSP,Elephant,FEMALE,44.0,SC,Graduate Professional,518820,1751980
1270,Uttar Pradesh,Loser,BJP,Lotus,FEMALE,43.0,SC,Post Graduate,357223,1751980
1271,Uttar Pradesh,Loser,SBSP,Walking Stick,MALE,45.0,SC,Doctorate,17927,1751980
1272,Uttar Pradesh,Loser,INC,Hand,MALE,29.0,SC,Graduate,17630,1751980
1283,Uttar Pradesh,Winner,BJP,Lotus,MALE,67.0,GENERAL,Post Graduate,633026,2040367
1427,Uttar Pradesh,Loser,BRPI,Glass Tumbler,MALE,64.0,SC,8th Pass,14142,1845150
1438,Uttar Pradesh,Loser,INC,Hand,MALE,60.0,SC,Graduate Professional,60069,2023431
1855,Uttar Pradesh,Winner,SP,Bicycle,MALE,86.0,GENERAL,Graduate,658006,1828764
1856,Uttar Pradesh,Loser,BJP,Lotus,MALE,64.0,GENERAL,10th Pass,483180,1828764
1125,Uttar Pradesh,Loser,JDL,Football Player,MALE,61.0,SC,Graduate,156406,1787120
1126,Uttar Pradesh,Loser,IND,Football,MALE,44.0,SC,Not Available,26967,1787120
1127,Uttar Pradesh,Loser,INC,Hand,MALE,52.0,SC,12th Pass,16442,1787120
1128,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14769,1787120
1169,Uttar Pradesh,Winner,BJP,Lotus,MALE,60.0,GENERAL,Graduate Professional,609589,1770699
1170,Uttar Pradesh,Loser,SP,Bicycle,FEMALE,29.0,GENERAL,Post Graduate,390782,1770699
1171,Uttar Pradesh,Loser,INC,Hand,MALE,71.0,GENERAL,Graduate Professional,92155,1770699
1172,Uttar Pradesh,Loser,CPI(M),Ears of Corn And Sickle,MALE,68.0,GENERAL,Graduate Professional,11857,1770699
1869,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,12631,1962903
1868,Uttar Pradesh,Loser,INC,Hand,MALE,60.0,GENERAL,Graduate,128506,1962903
1867,Uttar Pradesh,Loser,BSP,Elephant,MALE,54.0,GENERAL,12th Pass,431794,1962903
1866,Uttar Pradesh,Winner,BJP,Lotus,MALE,30.0,ST,Graduate Professional,467543,1962903
1857,Uttar Pradesh,Loser,INC,Hand,MALE,78.0,GENERAL,Graduate,12105,1828764
1441,Uttar Pradesh,Loser,INC,Hand,MALE,32.0,GENERAL,Post Graduate,59198,1958939
1439,Uttar Pradesh,Winner,SP,Bicycle,MALE,60.0,GENERAL,Post Graduate,649416,1958939
1284,Uttar Pradesh,Loser,SP,Bicycle,FEMALE,68.0,GENERAL,Graduate,285724,2040367
1124,Uttar Pradesh,Loser,SP,Bicycle,MALE,57.0,SC,Graduate,344287,1787120
1842,Uttar Pradesh,Loser,INC,Hand,MALE,61.0,GENERAL,Doctorate,27363,1667282
1425,Uttar Pradesh,Loser,INC,Hand,MALE,41.0,GENERAL,Graduate,91501,1845150
1818,Uttar Pradesh,Loser,CPI(M),Ears of Corn And Sickle,MALE,55.0,SC,Graduate Professional,17466,1723538
1817,Uttar Pradesh,Loser,BLRP,BUCKET,MALE,28.0,SC,Post Graduate,18338,1723538
1816,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,21118,1723538
1815,Uttar Pradesh,Loser,INC,Hand,MALE,64.0,SC,Graduate Professional,35269,1723538
1814,Uttar Pradesh,Loser,SP,Bicycle,MALE,67.0,SC,10th Pass,393578,1723538
1813,Uttar Pradesh,Winner,ADAL,Cup & Saucer,MALE,66.0,SC,Literate,447914,1723538
1819,Uttar Pradesh,Loser,AIPF,Cot,MALE,64.0,SC,Graduate,11032,1723538
1348,Uttar Pradesh,Winner,SP,Bicycle,MALE,79.0,GENERAL,Post Graduate,524926,1723236
1781,Uttar Pradesh,Winner,SP,Bicycle,MALE,64.0,GENERAL,Graduate Professional,559177,1679506
1782,Uttar Pradesh,Loser,BJP,Lotus,FEMALE,57.0,GENERAL,12th Pass,449180,1679506
1783,Uttar Pradesh,Loser,INC,Hand,MALE,56.0,GENERAL,Graduate Professional,35009,1679506
1384,Uttar Pradesh,Winner,BJP,Lotus,FEMALE,70.0,GENERAL,Doctorate,671293,1807893
1385,Uttar Pradesh,Loser,RLD,Hand Pump,MALE,66.0,GENERAL,Graduate,377822,1807893
1386,Uttar Pradesh,Loser,INC,Hand,MALE,63.0,GENERAL,Graduate,28084,1807893
1349,Uttar Pradesh,Loser,BJP,Lotus,MALE,60.0,GENERAL,Others,430537,1723236
1332,Uttar Pradesh,Loser,INC,Hand,FEMALE,41.0,GENERAL,Post Graduate,72516,1915408
1331,Uttar Pradesh,Loser,SP,Bicycle,MALE,55.0,GENERAL,Graduate,385925,1915408
1420,Uttar Pradesh,Winner,BJP,Lotus,MALE,68.0,GENERAL,Post Graduate,586184,1892931
1424,Uttar Pradesh,Loser,SP,Bicycle,MALE,54.0,SC,12th Pass,359556,1845150
1423,Uttar Pradesh,Winner,ADAL,Cup & Saucer,FEMALE,37.0,GENERAL,Post Graduate,591564,1845150
1422,Uttar Pradesh,Loser,INC,Hand,MALE,68.0,GENERAL,Graduate,34479,1892931
1840,Uttar Pradesh,Loser,BSP,Elephant,MALE,62.0,GENERAL,Others,355325,1667282
1839,Uttar Pradesh,Winner,BJP,Lotus,MALE,55.0,GENERAL,12th Pass,467940,1667282
1285,Uttar Pradesh,Loser,INC,Hand,MALE,56.0,GENERAL,Post Graduate,180011,2040367
